dataset_idx,statement,generated_with,eval_text,eval_image,eval_both
3,Both scenes have a light blue hue throughout the image. ,text,one,one,one
3,Both images show a large number of fish.,image,both,one,both
3,The fish are swimming in a body of water.,image,both,one,one
3,The water is blue in color.,image,both,both,both
3,The fish are swimming in a group.,image,one,one,one
3,The fish are swimming in an aquarium. ,image,both,one,one
3,Both scenes depict aquarium environments.,both,both,unknown,both
3,Both scenes feature fish swimming in water.,both,both,both,both
3,Both scenes have a blue hue to the water.,both,both,unknown,both
3,Both scenes have light shining through the water.,both,both,one,one
3,Both scenes have multiple species of fish. ,both,both,one,one
4,Both scenes feature outdoor settings.,text,both,unknown,both
4,Both scenes have objects that are covered in dust and dirt.,text,one,one,one
4,Both scenes have objects that are leaning against other objects.,text,one,one,one
4,Both scenes have objects that are standing straight up.,text,one,one,one
4,Both scenes have objects that are placed on a flat surface. ,text,one,one,one
4,Both images feature a statue of a knight.,image,one,one,one
4,The statue is made of metal.,image,one,one,one
4,The statue is located outside.,image,one,one,one
4,The statue is holding a sword.,image,one,one,one
4,The statue is wearing armor. ,image,one,one,one
4,Both scenes have a knight statue.,both,one,unknown,one
4,Both scenes have flags.,both,one,one,one
4,Both scenes have a wooden deck.,both,one,one,one
4,Both scenes have a wooden staircase.,both,one,unknown,one
4,Both scenes have a metal knight. ,both,one,one,one
5,Both signs are connected to a pole.,text,one,one,one
5,Both signs have a red background with white text.,text,one,one,one
5,Both signs are located at a street corner.,text,one,one,one
5,Both signs are surrounded by trees.,text,one,one,one
5,Both signs are located in a city setting. ,text,one,one,one
5,Both images feature a stop sign.,image,one,unknown,one
5,Both images show a tree.,image,one,unknown,unknown
5,Both images have a sidewalk.,image,one,unknown,one
5,Both images have a grassy area.,image,one,unknown,one
5,Both images have a street sign. ,image,one,one,one
5,Both signs are connected to a metal pole.,both,one,one,one
5,Both signs are located at a street corner.,both,one,one,one
5,Both signs are located under a tree.,both,one,one,one
5,Both signs are located on a sidewalk.,both,one,one,one
5,Both signs are located in a park-like setting. ,both,one,one,one
6,Both scenes feature a heart shape.,text,one,one,one
6,Both scenes have a gray surface.,text,both,unknown,one
6,Both scenes have a chalk or chipping tool used to create the heart shape.,text,one,one,one
6,Both scenes have a darker area of the heart shape.,text,one,one,one
6,Both scenes have a lighter area of the heart shape. ,text,one,one,one
6,Both images show a sidewalk.,image,one,unknown,one
6,Both images have a heart drawn on the sidewalk.,image,one,one,one
6,The heart in both images is white.,image,one,one,one
6,The heart in both images is drawn with chalk.,image,one,one,one
6,The sidewalk in both images is gray. ,image,one,one,one
6,Both images feature a heart shape.,both,one,one,one
6,Both images feature a gray surface.,both,both,unknown,both
6,Both images feature a heart shape on a gray surface.,both,both,one,one
6,Both images feature a heart shape drawn or chipped into a surface.,both,both,one,one
6,Both images feature a heart shape on a gray cement surface. ,both,one,one,one
7,Both scenes feature a cat.,text,both,unknown,both
7,Both scenes have a white trim at the bottom of a wall.,text,one,unknown,one
7,Both scenes have a cat with a black mark on its tail.,text,one,one,one
7,Both scenes have a cat with its tail raised.,text,one,one,one
7,Both scenes have a cat with its paw extended. ,text,one,one,one
7,Both images feature a cat.,image,both,unknown,both
7,The cat is black and white.,image,one,one,one
7,The cat is on a staircase.,image,one,one,one
7,The cat is looking down.,image,one,one,one
7,The cat is on a wooden floor. ,image,one,one,one
7,Both cats are black and white.,both,one,one,one
7,Both cats are on a staircase.,both,one,one,one
7,Both cats are looking up.,both,one,one,one
7,Both cats have their tails up.,both,one,one,one
7,Both cats are on a wooden floor. ,both,one,one,one
8,Both scenes feature a cat in a bathtub.,text,both,one,one
8,Both scenes have a white bathtub.,text,both,unknown,both
8,Both scenes have a reflection of the cat on the wall of the bathtub.,text,one,one,one
8,Both scenes have a drain cover in the bathtub.,text,one,one,one
8,Both scenes have a faucet on the left side of the tub. ,text,one,one,one
8,The cat is in the bathtub.,image,one,one,one
8,The bathtub is white.,image,both,both,one
8,The cat is black and white.,image,one,one,one
8,The cat is sitting in the bathtub.,image,one,one,one
8,The cat is looking at the camera. ,image,one,one,one
8,Both cats are black and white.,both,one,one,one
8,Both cats are in a white bathtub.,both,one,one,one
8,Both cats are looking to the right.,both,one,one,one
8,Both cats have a gold drain cover under their leg.,both,one,one,one
8,Both cats have a gold faucet on the left at the top of the tub. ,both,one,one,one
9,Both scenes feature a combination of natural and man-made elements.,text,both,one,both
9,Both scenes have a focus on rock formations.,text,both,unknown,one
9,Both scenes have a focus on trees and vegetation.,text,both,one,one
9,Both scenes have a focus on angles and perspectives.,text,both,one,one
9,"Both scenes have a focus on colors, particularly earth tones. ",text,both,one,both
9,Both images feature a rocky landscape.,image,both,unknown,both
9,Both images show a staircase leading up to the rocks.,image,one,one,one
9,The staircases in both images are made of stone.,image,one,one,one
9,The trees in both images are bare.,image,both,one,one
9,The sky in both images is overcast. ,image,one,one,one
9,Both scenes feature rock formations.,both,both,unknown,both
9,Both scenes have trees in the background.,both,both,unknown,one
9,Both scenes have a staircase.,both,one,unknown,one
9,Both scenes have a pathway.,both,one,unknown,one
9,Both scenes have a sky in the background. ,both,both,one,one
10,Both scenes feature American flags.,text,one,one,both
10,Both scenes have a blue sky with clouds.,text,one,both,one
10,Both scenes have a flagpole.,text,one,one,one
10,Both scenes have a flag.,text,both,unknown,both
10,Both scenes have a wooden platform or dock. ,text,one,one,one
10,Both images feature two flags on poles.,image,one,one,one
10,Both flags are the American flag.,image,one,one,one
10,Both flags are waving in the wind.,image,one,one,one
10,Both flags are flying at night.,image,one,one,one
10,Both flags are flying over a body of water. ,image,one,one,one
10,Both scenes feature flags.,both,both,both,both
10,Both scenes feature poles.,both,one,unknown,both
10,Both scenes feature a city skyline.,both,one,unknown,one
10,Both scenes feature a body of water.,both,one,one,one
10,Both scenes feature a dock. ,both,one,one,one
11,* Both scenes feature a blue 2016 BMW 428i M Sport car.,text,both,one,both
11,* Both scenes show the car parked in a parking lot.,text,one,both,one
11,* Both scenes depict the car facing to the left.,text,one,one,both
11,* Both scenes have black tires on the car.,text,one,one,both
11,* Both scenes have low-tinted windows on the car. ,text,one,one,one
11,The car is blue.,image,one,one,one
11,The car is parked.,image,one,one,one
11,The car is parked in a parking lot.,image,one,one,one
11,The car is parked next to a fence.,image,one,one,one
11,The car is parked in a parking space. ,image,one,one,one
11,The car is a blue BMW 428i M Sport.,both,one,one,one
11,The car is parked in a parking lot.,both,one,one,one
11,The car is facing to the left.,both,one,one,one
11,The car has black tires.,both,one,one,one
11,The car has low-tinted windows. ,both,one,one,one
12,Both scenes feature a stone or rock surface.,text,both,one,both
12,Both scenes have some form of discoloration on the stone.,text,one,one,one
12,Both scenes have some form of moss or lichen on the stone.,text,one,one,one
12,Both scenes have some form of depression or indentation in the stone.,text,one,one,one
12,Both scenes have some form of footprint or mark on the stone. ,text,one,one,one
12,Both images show a close-up of a rock surface.,image,one,one,one
12,The rocks have a rough texture.,image,one,one,one
12,"The rocks have a variety of colors, including shades of pink, gray, and black.",image,one,one,one
12,The rocks have natural patterns and markings.,image,one,one,one
12,"The rocks appear to be weathered and eroded, indicating that they have been exposed to the elements for a long time. ",image,one,one,both
12,Both scenes feature a rocky surface.,both,both,one,one
12,Both scenes have a rough texture.,both,one,one,one
12,Both scenes have some color variation.,both,both,one,both
12,Both scenes have some natural elements.,both,both,unknown,both
12,Both scenes have some human impact. ,both,one,one,one
13,Both scenes feature a cave setting.,text,both,one,both
13,Both scenes have a spotlight illuminating a specific area.,text,one,one,one
13,Both scenes have a cave ceiling.,text,one,unknown,both
13,Both scenes have a cave wall.,text,both,unknown,both
13,Both scenes have a shadow cast on the wall. ,text,one,one,one
13,Both images show a cave-like environment.,image,both,one,both
13,The caves have rock formations.,image,both,one,one
13,The caves have a natural appearance.,image,both,one,one
13,The caves have a dark interior.,image,one,one,one
13,The caves have a narrow passageway. ,image,one,one,one
13,Both scenes feature cave walls.,both,both,unknown,both
13,Both scenes have a cave ceiling.,both,one,unknown,both
13,Both scenes have a cave floor.,both,one,one,one
13,Both scenes have a cave archway.,both,one,one,one
13,Both scenes have a spotlight. ,both,one,one,one
14,Both scenes feature cars parked in a parking lot.,text,one,both,both
14,Both scenes have a clear sky.,text,one,unknown,both
14,Both scenes have a red line painted on the ground.,text,one,one,one
14,Both scenes have a line of dried grass.,text,one,one,one
14,Both scenes have a tree in the background. ,text,one,one,one
14,Both cars are parked in a parking lot.,image,one,one,one
14,Both cars are parked next to each other.,image,one,one,one
14,Both cars are parked in a parking space.,image,one,one,one
14,Both cars are parked in a parking lot with a fence.,image,one,one,one
14,Both cars are parked in a parking lot with trees. ,image,one,one,one
14,Both cars are parked in a parking lot.,both,one,one,one
14,Both cars are parked on concrete.,both,one,one,one
14,Both cars are parked next to each other.,both,one,one,one
14,Both cars are parked on a sunny day.,both,one,one,both
14,Both cars are parked in front of a chain-link fence. ,both,one,one,one
15,Both scenes feature a large window.,text,one,unknown,one
15,Both scenes have a view of the outdoors.,text,one,unknown,one
15,Both scenes have a bench or seating area.,text,one,unknown,one
15,Both scenes have a carpeted floor.,text,one,one,one
15,Both scenes have a shadow cast on the wall. ,text,one,one,one
15,Both images show a view of a city from a high vantage point.,image,one,unknown,one
15,Both images feature a seating area with chairs and a table.,image,one,one,one
15,The chairs in both images are modern and have a similar design.,image,one,one,one
15,The table in both images is round and has a similar design.,image,one,one,one
15,"The flooring in both images is similar, with a patterned design. ",image,one,one,one
15,Both scenes have a view of the outdoors.,both,one,unknown,one
15,Both scenes have a window.,both,both,unknown,one
15,Both scenes have a chair.,both,one,unknown,one
15,Both scenes have a table.,both,one,unknown,one
15,Both scenes have a carpeted floor. ,both,one,one,one
16,Both scenes feature a dark brown and green color.,text,one,one,one
16,Both scenes have a blurry background.,text,one,one,one
16,Both scenes have a focus on a single object.,text,one,unknown,one
16,Both scenes have a natural element in the background.,text,one,unknown,one
16,Both scenes have a man-made object in the foreground. ,text,one,one,one
16,Both images feature a wicker chair.,image,one,one,one
16,The chair is positioned in front of a window.,image,one,one,one
16,The window is covered with a white curtain.,image,one,one,one
16,The chair is placed on a tiled floor.,image,one,one,one
16,The chair is situated in a room with white walls. ,image,one,one,one
16,"Color: The Anole lizard in Scene 1 is a dark brown and green color, while the vase in Scene 2 is a gold metallic color.",both,one,one,one
16,"Material: The Anole lizard is a living creature, while the vase in Scene 2 is made of metal.",both,one,one,one
16,"Shape: The Anole lizard has a long body and a tail, while the vase in Scene 2 has a tall, narrow shape.",both,one,one,one
16,"Size: The Anole lizard is small in size, while the vase in Scene 2 is large",both,one,one,one
17,Both scenes feature a pile of bricks or stones.,text,one,one,one
17,"Both scenes have a mix of materials, such as bricks, wood, and stone.",text,one,one,one
17,"Both scenes have a color palette that includes shades of gray, brown, and green.",text,both,both,one
17,Both scenes have some form of structure or building in the background.,text,one,one,one
17,"Both scenes have a natural, outdoor setting. ",text,both,one,both
17,Both images show a wooden fence.,image,one,one,one
17,Both images show a pile of bricks.,image,one,one,one
17,Both images show a pile of wood.,image,one,one,one
17,Both images show a garden area.,image,one,one,one
17,Both images show a grassy area. ,image,one,one,one
17,Both scenes feature bricks or stones.,both,both,one,one
17,Both scenes have a wooden element.,both,both,one,one
17,Both scenes have a garden or yard setting.,both,one,one,one
17,Both scenes have a gray or grayish-brown color scheme.,both,one,one,one
17,Both scenes have a somewhat disorganized or unkempt appearance. ,both,both,one,one
18,Both scenes have a tree in the foreground.,text,one,one,one
18,Both scenes have a sky in the background.,text,both,unknown,one
18,Both scenes have grass in the foreground.,text,one,one,one
18,Both scenes have a ladder in the foreground.,text,one,one,one
18,Both scenes have a tree line in the background. ,text,both,one,one
18,Both images show trees.,image,both,unknown,both
18,Both images show grass.,image,both,unknown,one
18,Both images show a forested area.,image,one,one,one
18,Both images show a sky.,image,both,one,one
18,Both images show a fence. ,image,one,one,one
18,Both scenes have trees.,both,both,unknown,both
18,Both scenes have grass.,both,both,unknown,one
18,Both scenes have a sky.,both,both,unknown,both
18,Both scenes have a ladder.,both,one,one,one
18,Both scenes have a fence. ,both,one,one,one
19,Both scenes feature a green insect.,text,one,one,one
19,Both scenes have a close-up view of the insect.,text,one,unknown,one
19,Both scenes have the insect on a surface.,text,one,one,one
19,Both scenes have the insect facing left.,text,one,one,one
19,Both scenes have the insect on a hand. ,text,one,one,one
19,Both images feature a green insect.,image,one,one,one
19,The insect is on a person's hand in both images.,image,one,one,one
19,The person's hand is in the foreground of both images.,image,one,one,one
19,The background of both images includes a window.,image,one,one,one
19,The window in both images has a reflection of the insect. ,image,one,one,one
19,Both bugs are green.,both,one,one,one
19,Both bugs are on a window.,both,one,one,one
19,Both bugs are on a glass window.,both,one,one,one
19,Both bugs are on a window with a clear blue sky in the background.,both,one,one,one
19,Both bugs are on a window with a tree in the background. ,both,one,one,one
20,Both scenes feature a mosaic tile art on a white tiled wall.,text,one,one,one
20,Both scenes have a gray stone baseboard.,text,one,one,one
20,Both scenes have a metal vent on the floor.,text,one,one,one
20,Both scenes have a brown stone floor.,text,one,one,one
20,Both scenes have a reflection on the wall. ,text,one,one,one
20,Both images feature a bat.,image,one,one,one
20,The bat in the right image is hanging on a wall.,image,one,one,one
20,The bat in the right image is made of tile.,image,one,one,one
20,The bat in the right image is brown.,image,one,one,one
20,The bat in the right image is hanging on a white wall. ,image,one,one,one
20,Both scenes feature a mosaic tile artwork on a white tiled wall.,both,one,one,one
20,Both scenes have a gray stone baseboard.,both,one,one,one
20,Both scenes have a metal vent on the floor.,both,one,one,one
20,Both scenes have a brown stone floor.,both,one,one,one
20,Both scenes have a reflection on the white wall. ,both,one,one,one
21,Both scenes feature a wooden wall.,text,one,unknown,one
21,Both scenes have horses in them.,text,one,one,both
21,Both scenes have a sign or a table cloth with a horse on it.,text,one,one,one
21,Both scenes have a vertical text.,text,one,one,one
21,Both scenes have a red object in them. ,text,one,one,one
21,"Both images feature a wooden sign with the word ""Welcome"" on it.",image,one,one,one
21,"Both images have a rustic, western theme.",image,both,both,one
21,Both images have a wooden background.,image,one,unknown,one
21,Both images have a metal sculpture of a horse.,image,one,one,one
21,Both images have a wooden wheel or wagon wheel. ,image,one,one,one
21,Both scenes feature a horse in some form.,both,one,one,one
21,Both scenes have a welcoming message.,both,one,one,one
21,Both scenes have a rustic or western theme.,both,both,unknown,one
21,Both scenes have a wooden element.,both,both,unknown,one
21,Both scenes have a metal element. ,both,one,one,one
22,Both scenes feature two cars parked in a parking lot.,text,one,one,one
22,Both cars have their hoods up.,text,one,one,one
22,Both cars are parked near each other.,text,one,one,one
22,Both cars are parked in a parking lot with faded white and yellow lines.,text,one,one,one
22,Both cars are parked in a parking lot with grass and a cement curb. ,text,one,one,one
22,Both images show cars parked in a parking lot.,image,one,one,one
22,Both images show cars parked in a row.,image,one,one,one
22,Both images show cars parked in a parking lot with a building in the background.,image,one,one,one
22,Both images show cars parked in a parking lot with a fence in the background.,image,one,one,one
22,Both images show cars parked in a parking lot with trees in the background. ,image,one,one,one
22,Both scenes feature cars with their hoods up.,both,one,one,one
22,Both scenes have multiple cars parked in the background.,both,both,one,one
22,Both scenes have a clear blue sky.,both,one,unknown,one
22,Both scenes have buildings in the background.,both,both,unknown,one
22,Both scenes have electrical poles and wires. ,both,both,one,one
23,Both scenes feature a tennis racket.,text,one,one,one
23,Both scenes feature a tennis court.,text,one,unknown,one
23,Both scenes feature a net.,text,one,unknown,one
23,Both scenes feature a fence.,text,both,unknown,one
23,Both scenes feature a person wearing yellow shorts. ,text,one,one,one
23,The tennis court is green and red.,image,one,one,one
23,The tennis net is white.,image,one,one,one
23,The tennis net is strung across the court.,image,one,one,one
23,The tennis net is supported by white posts.,image,one,one,one
23,The tennis net is attached to the court. ,image,one,one,one
23,Both chairs are black/gray in color.,both,one,one,one
23,Both chairs are placed on a tennis court.,both,one,one,one
23,Both chairs have a tennis racket on top of them.,both,one,one,one
23,The tennis racket has a black and blue handle.,both,one,one,one
23,The tennis racket has a yellow netting. ,both,one,one,one
24,Both scenes feature a broken chair.,text,one,one,one
24,Both scenes have a trash can.,text,one,unknown,one
24,Both scenes have a road or path.,text,one,unknown,one
24,Both scenes have a lamp post.,text,one,one,one
24,Both scenes have a trash can on a chair. ,text,one,one,one
24,Both images feature a red bucket.,image,one,unknown,one
24,Both images show a wooden chair.,image,one,one,one
24,Both images show a metal chair.,image,one,one,one
24,Both images show a sidewalk.,image,one,unknown,one
24,Both images show a street. ,image,one,unknown,one
24,Both scenes feature outdoor furniture.,both,one,unknown,one
24,Both scenes have a trash can.,both,one,unknown,one
24,Both scenes have a chair.,both,both,unknown,one
24,Both scenes have a pole.,both,one,one,one
24,Both scenes have a trash can on a chair. ,both,one,one,one
25,Both scenes feature a train traveling on a railroad track.,text,both,one,one
25,Both scenes have a green grass field to the side of the railroad track.,text,one,one,one
25,Both scenes have a metal caged fence in the foreground.,text,one,one,one
25,Both scenes have a blue sky with white clouds.,text,one,one,both
25,Both scenes have a cylindrical shaped object in the foreground. ,text,one,one,one
25,Both images feature a train.,image,both,one,both
25,The train in both images is black.,image,one,one,one
25,The train in both images is on tracks.,image,one,one,one
25,The train in both images is pulling a tanker car.,image,one,one,one
25,The sky is clear and blue in both images. ,image,one,one,one
25,Both scenes feature a train traveling on a railroad track.,both,both,one,one
25,Both scenes have a green grass field next to the railroad track.,both,both,one,one
25,Both scenes have a silver metal caged fence.,both,one,one,one
25,Both scenes have a blue sky with white clouds.,both,one,one,both
25,Both scenes have a rock mound under the railroad track. ,both,one,one,one
26,Both scenes feature two cats.,text,one,one,both
26,Both cats are gray and white.,text,one,one,one
26,Both cats are facing each other.,text,one,one,one
26,Both cats are on a gray surface.,text,one,one,one
26,Both cats are in an indoor setting. ,text,both,one,both
26,Both cats are on a couch.,image,one,one,one
26,Both cats are playing with each other.,image,one,one,one
26,Both cats are black and white.,image,one,one,one
26,Both cats are standing on their hind legs.,image,one,one,one
26,Both cats have their front paws raised. ,image,one,one,one
26,Both cats are fighting or playing with each other.,both,one,one,one
26,"Both cats are of different colors, one gray and one white.",both,one,one,one
26,"Both cats are on a gray surface, either a sofa or a cushion.",both,one,one,one
26,Both cats are facing each other.,both,one,one,one
26,Both cats are indoors. ,both,one,one,both
27,Both scenes feature a light bulb or fixture.,text,both,one,one
27,Both scenes have a white light source.,text,one,one,one
27,Both scenes have a black base or casing.,text,one,one,one
27,Both scenes have a ceiling.,text,one,unknown,one
27,Both scenes have a wall. ,text,both,unknown,one
27,Both lights are hanging from the ceiling.,image,one,one,one
27,Both lights are turned on.,image,one,one,one
27,Both lights have a black frame.,image,one,one,one
27,Both lights have three bulbs.,image,one,one,one
27,Both lights are in the same room. ,image,one,one,one
27,Both lights are under a white ceiling.,both,one,one,one
27,Both lights are in a room with white walls.,both,one,one,one
27,Both lights are in a room with a door frame.,both,one,one,one
27,Both lights are casting shadows on the ceiling.,both,one,one,one
27,Both lights are in a room with a gray wall. ,both,one,one,one
28,Both scenes feature a white boat.,text,both,one,both
28,Both scenes have black tinted windows.,text,both,one,both
28,Both scenes have a body of water.,text,both,unknown,both
28,Both scenes have a dock.,text,both,one,one
28,Both scenes have trees in the background. ,text,both,one,one
28,Both images feature a white boat.,image,both,one,both
28,Both boats are docked at a pier.,image,one,one,one
28,Both boats are surrounded by water.,image,both,both,both
28,Both boats are in a marina.,image,one,one,one
28,Both boats have a cabin. ,image,one,one,one
28,Both boats are white.,both,one,one,both
28,Both boats have black tinted windows.,both,one,one,one
28,Both boats are docked.,both,one,one,one
28,Both boats are in a body of water.,both,one,one,both
28,Both boats have a top floor with an umbrella. ,both,one,one,one
29,Both signs are posted in a landscape bed with some mulch and scattered rocks.,text,one,one,one
29,Both signs have a white arrow pointing right.,text,one,one,one
29,Both signs have a smaller rectangle shaped sign hanging from two short chains.,text,one,one,one
29,Both signs have a white arrow pointing right.,text,one,one,one
29,Both signs have a white arrow pointing right. ,text,one,one,one
29,Both signs are rectangular.,image,one,unknown,one
29,Both signs are white with black lettering.,image,one,both,one
29,Both signs are mounted on metal poles.,image,one,one,one
29,Both signs are located in parking lots.,image,one,unknown,one
29,Both signs are warning signs. ,image,one,one,one
29,Both signs are warning signs.,both,one,unknown,one
29,Both signs are posted in a landscape bed.,both,one,one,one
29,Both signs are posted in a dirt patch.,both,one,one,one
29,Both signs are posted in front of a road.,both,one,unknown,one
29,Both signs are posted in front of a tree. ,both,one,one,one
30,Both scenes feature a bridge.,text,both,one,both
30,Both scenes have a view of a canal.,text,one,one,one
30,Both scenes have a view of trees.,text,both,one,one
30,Both scenes have a view of buildings.,text,both,both,one
30,Both scenes have a view of the sky. ,text,both,one,one
30,"Both images feature a sign with the word ""Gruyter"" on it.",image,one,one,one
30,Both images show a body of water.,image,one,one,one
30,Both images include a bridge.,image,both,one,both
30,Both images depict a city skyline.,image,one,one,one
30,Both images show a tall building. ,image,one,one,one
30,Both scenes feature a bridge.,both,both,one,both
30,Both scenes have a body of water.,both,one,one,one
30,Both scenes have buildings in the background.,both,both,unknown,one
30,Both scenes have trees in the background.,both,both,one,one
30,Both scenes have a sky in the background. ,both,both,one,one
31,Both cats are sitting.,text,one,one,one
31,Both cats are facing to the right.,text,one,one,one
31,Both cats have a black tail.,text,one,one,one
31,Both cats have a black top of the head.,text,one,one,one
31,Both cats have a black covered eye. ,text,one,one,one
31,Both images feature a black and white cat.,image,one,one,one
31,The cat is sitting on a staircase in both images.,image,one,one,one
31,The cat is looking at the camera in both images.,image,one,one,one
31,The cat has a black tail in both images.,image,one,one,one
31,The cat is sitting on a wooden staircase in both images. ,image,one,one,one
31,Both cats are black and white.,both,one,one,one
31,Both cats are sitting on a stair or rug.,both,one,one,one
31,Both cats have a black tail.,both,one,one,one
31,Both cats have a black top of the head.,both,one,one,one
31,Both cats are looking to the right. ,both,one,one,one
32,Both scenes feature a cumulonimbus cloud.,text,both,one,both
32,The sun is shining on the clouds in both scenes.,text,one,one,one
32,The clouds are white in color.,text,one,one,one
32,The sky is blue in both scenes.,text,one,one,one
32,The clouds are fluffy and puffy in both scenes. ,text,one,one,one
32,Both images show clouds in the sky.,image,both,both,both
32,The clouds in both images are white.,image,one,one,one
32,The clouds in both images are fluffy.,image,one,one,one
32,The clouds in both images are large.,image,one,one,one
32,The clouds in both images are in the sky. ,image,both,both,both
32,Both clouds are cumulonimbus clouds.,both,one,one,one
32,Both clouds are white.,both,one,one,one
32,Both clouds are bright from the sun.,both,one,one,one
32,Both clouds are in the sky.,both,one,both,both
32,Both clouds are surrounded by other clouds. ,both,one,one,one
33,Both scenes depict a view of the sky.,text,both,one,both
33,Both scenes show the sun in the center of the image.,text,one,one,one
33,Both scenes have a bright light source.,text,one,one,one
33,Both scenes have a blue sky.,text,both,unknown,both
33,Both scenes have some form of lens flare. ,text,one,one,one
33,Both images feature a tennis racket.,image,one,one,one
33,Both images show a clear blue sky.,image,both,one,both
33,Both images have a tree in the background.,image,one,one,one
33,Both images have a sun glare.,image,one,one,one
33,Both images have a shadow cast by the tennis racket. ,image,one,one,one
33,Both scenes feature the sun shining brightly.,both,both,one,one
33,Both scenes have a blue sky.,both,both,unknown,both
33,Both scenes have trees in the background.,both,one,unknown,one
33,Both scenes have a black object in the top right corner.,both,one,one,one
33,Both scenes have a black object in the bottom left corner. ,both,one,one,one
34,Both scenes feature graffiti art on cement walls.,text,both,both,one
34,Both scenes have a mix of colors and patterns on the walls.,text,both,both,one
34,Both scenes have some form of text on the walls.,text,one,unknown,one
34,Both scenes have a pipe or beam running across the image.,text,one,unknown,one
34,Both scenes have some form of decoration or pattern on the walls. ,text,both,unknown,one
34,Both images feature graffiti on walls.,image,both,unknown,one
34,The graffiti in both images is colorful and artistic.,image,one,both,one
34,The graffiti in both images includes text and drawings.,image,one,one,one
34,The graffiti in both images is located in urban environments.,image,one,one,one
34,The graffiti in both images is on the exterior of buildings. ,image,one,one,one
34,Both scenes feature graffiti art on walls.,both,both,unknown,one
34,"Both scenes have a mix of colors, including black, yellow, white, red, and blue.",both,both,both,one
34,Both scenes have a combination of text and images.,both,both,one,one
34,Both scenes have a sense of urban decay.,both,both,unknown,one
34,Both scenes have a sense of creativity and expression. ,both,both,one,both
35,Both scenes feature clouds as the main subject.,text,both,one,both
35,Both scenes show a sky with clouds covering most of it.,text,both,one,both
35,"Both scenes show a bright area of the sky, which is likely due to the sun shining on the clouds.",text,one,one,one
35,Both scenes show birds flying in the sky.,text,one,one,one
35,Both scenes show a contrast between the bright and dark areas of the sky. ,text,both,one,one
35,Both images show a cloudy sky.,image,both,both,both
35,The clouds in both images are white.,image,one,one,one
35,The clouds in both images are fluffy.,image,one,one,one
35,The clouds in both images are layered.,image,both,one,one
35,The clouds in both images are dense. ,image,both,one,one
35,Both scenes feature clouds.,both,both,both,both
35,Both scenes show a blue sky.,both,one,one,one
35,Both scenes have birds in them.,both,one,one,one
35,Both scenes have shadows visible across the clouds.,both,one,one,one
35,Both scenes have light brightening the upper portions of the clouds. ,both,one,one,one
36,Both scenes have four items or groups of items.,text,one,one,one
36,"Both scenes have a color scheme that includes black, white, and gray.",text,both,one,both
